topic,topic1,contents,label
Company,Jyothy Laboratories, Jyothy Laboratories Ltd (BSE: 532926 NSE: JYOTHYLAB) is a Mumbai-based fast-moving consumer goods company founded in 1983. In 2009–10 the company reported a turnover of 581.6 crore (US$97 million) and profit of 80 crore (US$13 million). The company has 21 manufacturing units at 14 locations across India. The company originated in Kandanassery near Guruvayur in Thrissur district of Kerala State by sri M P Ramachandran.,1
Company,Silicon Storage Technology, Silicon Storage Technology Inc. (SST) is a Sunnyvale California USA technology company producing non-volatile memory devices and related products.SST supplies of NOR flash and other integrated circuits for high-volume applications.,1
Company,Navantia, Navantia is a Spanish state-owned shipbuilding company which offers its services to both military and civil sector. It is the fifth largest shipbuilder in Europe and the ninth largest in the world with shipyards all over Spain.,1
Company,Ivi Inc., Ivi Inc. also called Ivi is a Seattle-based American corporation which offers a software application providing live video streaming over the Internet for a flat rate. Ivi (pronounced 'ivy') is the first online cable company. The Ivi TV player is a downloadable software application that runs on Windows Macintosh or GNU/Linux computers that offers live television over the Internet.,1
Company,ExecuJet Aviation Group, The ExecuJet Aviation Group is an international business aviation company headquartered at Zurich Airport Switzerland. ExecuJet's has fixed base operations in 18 locations in six regions worldwide - Africa Asia Australasia Europe Latin America and the Middle East. The Group services include aircraft management charter maintenance fixed base operations (FBO) and completions consulting. They company employs 950+ staff worldwide and operates a managed fleet of approximately 160 aircraft.,1
Company,California Casualty, California Casualty Management Company is in the business of providing individuals with insurance coverage in particular those in the fields of education law enforcement fire fighting and nursing.,1
Company,YuMe, YuMe is a provider of digital video brand advertising. Designed to serve the specific needs of targeted brand advertising YuMe’s technology is intended to simplify digital video advertising campaigns. YuMe is headquartered in Redwood City CA with European headquarters in London and nine additional offices worldwide.,1
Company,Ihug, ihug was New Zealand's third largest ISP (behind Xtra and TelstraClear) before it was bought then absorbed by Vodafone New Zealand (the country's largest mobile phone operator). According to 2005 estimates it had over 100000 internet and phone subscribers.,1
Company,Ableton, Ableton AG is a Berlin-based music software company that produces and distributes the production and performance program Ableton Live and the more advanced Ableton Suite as well as a collection of related instruments and sample libraries.,1
Company,Seltaeb, Seltaeb was a company set up in 1963 by Nicky Byrne (né Douglas Anthony Nicholas Byrne) to exclusively look after merchandising interests on behalf of Brian Epstein who managed NEMS Enterprises and The Beatles: John Lennon Paul McCartney George Harrison and Ringo Starr.Directly prior to The Beatles' first American visit Brian Epstein wanted someone to manage the escalating volume of merchandising requests that NEMS found itself unable to cope with and asked his lawyer David Jacobs to oversee this task. ,1
Company,University of Information Science, The University of Information Science (Spanish: Universidad de las Ciencias Informáticas; UCI also known as the University of Information Sciences and University of Informatics Sciences) is a university research center based in Havana Cuba in the municipality of Boyeros. Born as a project of the Cuban Revolution called the Future Project which has two objectives: to computerize the country and develop the software industry to contribute to economic development the same.,1
Company,Independent Energy Partners, Independent Energy Partners Inc. (IEP) is an oil shale resources company based in Parker Colorado the United States. It is a developer of the Geothermic Fuels Cells Process an in-situ shale oil extraction process. CEO of the company is Alan K. Forbes.,1
Company,Viridus, Viridus is a Massachusetts-based online professional network startup. It was originally founded in 2007 in Arlington Massachusetts by Furqan Nazeeri Entrepreneur-in-Residence at Softbank Capital and Michael DiPietro a former VP at an environmental health and safety software company. In April 2008 the company announced the beginning of a private beta.Viridus is a mashup of the Latin root virid meaning green and us or community. It is pronounced veer-id-us.,1
Company,Saffron Brand Consultants, Saffron Brand Consultants is an independent global brand consultancy specialising in business transformation brand strategy and design. The company has offices in Madrid London New York Mumbai Vienna and Istanbul. Founded in 2001 by Wally Olins and Jacob Benbunan.,1
Company,Liu·Jo, Liu Jo S.p.A. (stylized as LIU•JO) is an Italian fashion company founded by Marchi brothers in 1995 in Carpi (Modena) Italy.,1
Company,Sappi, Sappi Limited originally South African Pulp and Paper Industries (SAPPI) Limited today is a global pulp and paper company group. Sappi has its largest market in Europe with a share of 54%.,1
Company,Hoagland Longo Moran Dunst & Doukas, Hoagland Longo Moran Dunst & Doukas LLP (often shortened to Hoagland Longo) is a law firm based in downtown New Brunswick New Jersey with offices in New York City; Philadelphia Pennsylvania; New York; Wall Township New Jersey; Clinton New Jersey; and Hammonton New Jersey. The firm was founded in 1977 and employs approximately 100 attorneys within various general practice areas.,1
Company,Joyland Amusement Park, The Joyland Amusement Park is a small family-owned traditional amusement park located in Lubbock Texas USA within Lubbock's Mackenzie Park. It typically operates from March to September of each year opening 7 days a week but only during the evening on weeknights.,1
Company,Bissell, Bissell Inc. also known as Bissell Homecare is a privately owned vacuum cleaner and floor care product manufacturing corporation headquartered in Walker Michigan in Greater Grand Rapids; the headquarters has a Grand Rapids Michigan postal address. The company is the number one manufacturer of floor care products in North America in terms of sales with 20% marketshare.,1
Company,Yaxing Coach, Yaxing Coach (Yangzhou Yaxing Motor Coach Co. Ltd) is a bus manufacturer based in Yangzhou Jiangsu China. It is a subsidiary of Jiangsu Yaxing that was founded in 1998. Buses are produced under the Yaxing and Yangtse brands.,1
Company,Hornady, Hornady Manufacturing Company is an American manufacturer of ammunition and handloading components based in Grand Island Nebraska.The company was founded by Joyce Hornady in 1949 and is currently run by his son Steve Hornady who took over after his father's death in a plane crash in 1981. Hornady makes target shooting and hunting rounds as well as high quality self-defense loads.,1
Company,Nismo, Nismo (abbreviated from Nissan Motorsport International Limited (ニッサン・モータースポーツ・インターナショナル株式会社 Nissan Mōtā Supōtsu Intānashonaru Kabushiki-gaisha)) is the motorsports and performance division of Nissan Motor Company. Formed in 1984 as a result of a merger of two motorsport departments Nismo cars have participated in JSPC Formula Nippon JTCC 24 Hours of Le Mans and 24 Hours of Daytona. They currently participate in the Super GT and FIA GT Championship.,1
Company,Landi Renzo, Landi Renzo S.p.A (also called just Landi) is a multinational company headquartered in Cavriago Province of Reggio Emilia Italy. Landi produces autogas and compressed natural gas systems for cars.,1
Company,Propequity, PropEquity based in India is an online subscription based real estate data and analytics platform covering 40 cities in India.,1
Company,Biblical Archaeology Society, The Biblical Archaeology Society is a non-denominational organization that supports and promotes biblical archaeology. It publishes Biblical Archaeology Review. Its past publications included Bible Review (1985–2005) and Archaeology Odyssey (1998–2006). The Biblical Archaeology Society also publishes books about biblical archaeology aimed at a general readership.,1
Company,Get'em Boy, Get'em Boy L.L.C (also known as GB) is an American business enterprise specializing in producing clothing and fight gear targeted at the mixed martial arts community and streetwear as well as supporting local community and fundraising opportunities.Former Pro-Boxer Lou Ramos (four times Golden Glove Champion three times Mid-Atlantic Champion and two time Pennsylvania Keystone Title Holder) and his wife Katina Ramos founded the company in 2002 in Lancaster Pennsylvania.,1
Company,Margański & Mysłowski, Margański & Mysłowski Zakłady Lotnicze (Margański & Mysłowski Aviation Works) is a Polish aircraft and glider manufacturer located in Bielsko-Biała. It designs and manufactures unlimited category aerobatic gliders and powered aircraft wind turbines and composite structures.,1
Company,Chance Morgan, Chance Morgan Coasters Inc. is a roller coaster and amusement ride manufacturer. It was formed on June 14 2001 when Michael Chance grandson of Chance Rides founder Richard H. Chance acquired the assets of roller coaster builder D. H. Morgan Manufacturing of La Selva Beach California. At the time Chance Rides was going through bankruptcy reorganization and neither Chance Industries nor Chance Rides had any equity in the company.,1
Company,Bodø Energi, Bodø Energi is a municipal owned power company that serves Bodø Norway. It operates the power grid with 24000 customers in Bodø as well as Heggmoen power station.,1
Company,Adventure International, Adventure International was a video game publishing company that existed from 1978 until 1985. It was started by Scott and Alexis Adams. Their games were notable for being the first implementation of the adventure genre to run on a microcomputer system. The adventure game concept originally came from Colossal Cave Adventure which ran strictly on large mainframe systems at the time.,1
Company,Merck KGaA, Merck KGaA (d.b.a. EMD Millipore in the U.S. and Canada) is a German chemical and pharmaceutical company. Merck also known as “German Merck” and “Merck Darmstadt” was founded in Darmstadt Germany in 1668 making it the world's oldest operating chemical and pharmaceutical company. The company was privately owned until going public in 1995.,1
Company,Guerrilla Cambridge, Guerrilla Cambridge (formerly SCE Cambridge Studio) is part of Sony Computer Entertainment Worldwide Studios was formed in July 1997 when Sony Computer Entertainment Europe acquired the Millennium development studio from Cyberlife Ltd. The developer is mainly well known for making the MediEvil series on the original PlayStation and also the PlayStation Portable.,1
Company,Concord Records, Concord Records is a American record label now based in Beverly Hills California.,1
Company,Locus Computing Corporation, Locus Computing Corporation was formed in 1982 by Gerald J. Popekto commercialize the technologies developed for the LOCUS distributed operating system at UCLA. Locus was notable for commercializing single-system image software and producing the Merge package which allowed the use of DOS and Windows 3.1 software on Unix systems.Locus was acquired by Platinum Technology Inc in 1995.,1
Company,Sub Pop, Sub Pop is a record label founded in 1986 by Bruce Pavitt and Jonathan Poneman in Seattle Washington. Sub Pop achieved fame in the late 1980s for first signing Nirvana Soundgarden Mudhoney and many other bands from the Seattle music scene.,1
Company,Pacific Air Express, Pacific Air Express is an airline based in Brisbane Queensland Australia. It operates cargo services to Honiara Nauru and Port Vila; and charter flights in the South Pacific area. Its main bases are Brisbane Airport and Honiara International Airport.,1
Company,Verkkokauppa.com, Verkkokauppa.com Oyj is Finland’s largest most known and most visited online retailer that offers over 48 000 different items from 22 main categories at always probably cheaper prices. Company sells its products through its three megastores and over 2500 pickup locations in Finland and also home delivered and installed. Company was established in 1992 and it has over 400 employees in three locations.,1
Company,Citistore, Citistore (Hong Kong) Limited (Chinese: 千色(香港)有限公司) or Citistore (Chinese: 千色百貨) is a department store company in Hong Kong. It is a wholly owned subsidiary of Henderson Land Development a flagship enterprise owned by Dr. Lee Shau Kee. Established in 1989 it has branches in Tsuen Wan Yuen Long Ma On Shan Tseung Kwan O and Tai Kok Tsui and two id:c where is a new domain for young generation. The main customers of Citistore are young people in middle income group.,1
Company,UbiCare, UbiCare provides a platform for researchers and health care providers to deliver important health information to patients via social media. One article dubs them “the first healthcare content marketplace” with a business model loosely based on Apple's App Store but focused in the healthcare industry.The company uses evidence-based content and a platform for care providers to interact with social media users.,1
Company,Ironclad Games, Ironclad Games is a Canadian PC game developer. The company was founded in 2003 by former employees of Barking Dog Studios/Rockstar Games. Ironclad is located in Burnaby British Columbia.,1
Company,Pustak, Pustak is an online bookstore that specializes in selling US and UK Editions of books as well as any rare and hard to find book. It was formally launched on 27 March 2009 by Kumar Pustak Mall Private Limited. The company is based in Bangalore India and was founded by Anand Rao the current CEO. Narayana Murthy Chairman of the Board and Chief Mentor Infosys Technologies was the Chief Guest at the launch of Pustak.co.in. At the launch Mr.,1
Company,IZ3D, iZ3D Inc. was an American company that developed and sold software which enabled the usage of many different 3D techniques on NVidia and ATI graphic cards and also sold stereoscopic monitors based on polarization technology.,1
Company,FMR Records, FMR Records is an English music company record label comprising the major record label FMR Music. Founded by current CEO Trevor Taylor in 1972. It is a specialist record label providing Jazz and improvisational percussion music.,1
Company,Cameca, CAMECA is a manufacturer of scientific instruments namely material analysis instruments based on Charged particle beam ions or electrons,1
Company,Corolis, Corolis (formerly Transports Urbains du Beauvaisis abbreviated to TUB) is the local public transport operator in the town Beauvais and its suburbs in northern France that opened on 2010.,1
Company,Flanders (automobile company), The Flanders Automobile Company was a short-lived US-American automobile manufacturer which operated in Detroit Michigan from 1910 to 1913.It was the brainchild of Walter E. Flanders (1871–1923) who formerly held a position as General Factory Manager at the Ford Motor Company's Piquette avenue plant. There he co-invented the ingenious manufacturing methods which made the Model T Ford so famous.In 1908 Flanders left the Ford Motor Company and co-founded together with Bernard F.,1
Company,Original Pantry Cafe, The Original Pantry Cafe is an iconic coffee shop and restaurant in Los Angeles California. Located at the corner of 9th and Figueroa in Downtown L.A.'s South Park district The Pantry (as it is known by locals) claims to never have closed or been without a customer since it opened in 1924 including when it changed locations in 1950 to make room for a freeway off-ramp. It served lunch in the original location and served dinner at the new location the same day.,1
Company,Exim Bank (Tanzania), Exim Bank (Tanzania) (EBT) is a commercial bank in Tanzania. The bank is one of the commercial banks licensed by the Bank of Tanzania the national banking regulator.,1
Company,Koalapop, Koalapop is an independent clothing brand and website founded in 2007 by 'Allen J' (James).,1
Company,Norrlandsflyg, Norrlandsflyg AB is a Swedish helicopter operator which provides search and rescue under contract with the Swedish Maritime Administration and air ambulance services for Västra Götaland County. The company has its headquarters and technical base at Göteborg City Airport (Säve) and helicopters stationed in Gällivare Gothenburg Ronneby Sundsvall Stockholm and Visby. Norrlandsflyg operates twelve Sikorsky S-76 helicopters.,1
Company,Robin Hood (bicycles), Robin Hood bicycles is an English manufacturer. Made in Nottingham by the Raleigh Bicycle Company many of whose bicycles were imported into the United States. Best known for their three speeds they were an economy line for Raleigh. They also imported racing bikes as the Lenton Sports.,1
Company,Gaggia, Gaggia is an Italian company that makes coffee machines especially espresso and cappuccino machines in addition to small kitchen appliances. The company is owned by Saeco International Group a division of Dutch consumer electronics giant Philips.,1
Company,Laboral Kutxa (Credit Union), Laboral Kutxa is a basque credit union. It was born in March 2012 as a result of the merging of Caja Laboral Popular Sociedad Cooperativa de Crédito (known as Caja Laboral in Spanish or Euskadiko Kutxa in Basque language) and Ipar Kutxa Rural Sociedad Cooperativa de Crédito (known as Ipar Kutxa). The merging project was announced in March 2012 and completed eight months later in September 2012 although the new company wasn't officially presented until April 2013.,1
Company,Svenska Kraftnät, Svenska Kraftnät is an electricity and natural gas transmission system operator in Sweden. It is a state-owned public utility which was created in 1992 by splitting the former government agency Vattenfall into a power generation company (Vattenfall AB) and a transmission company.,1
Company,Airespring, AireSpring is a Competitive Local Exchange Carrier that provides voice and data services to businesses. Headquartered in Van Nuys California the company provides voice data and IP services to around 10000 small medium-sized and large enterprises in more than 80 major metropolitan markets across the United States.,1
Company,Dented Records, Dented Records is a record label headquartered in the United Kingdom and best known as the home to critically acclaimed hip-hop act Foreign Beggars and Focused Few.Dented Records record label was established in 2003 by Foreign Beggars as a vehicle to release their own material. The label saw the release of their first single Where did the Sun Go ft. Dark Circle (Jazz Fudge) and Tommy Evans establish the name and the brand.,1
Company,NewTek, NewTek Inc. is a San Antonio Texas–based hardware and software company that produces live and post-production video tools and visual imaging software for personal computers. The company was founded in 1985 in Topeka Kansas U.S. by Tim Jenison and Paul Montgomery.,1
Company,Uny, Uny Co. Ltd. (ユニー株式会社 Yunii Kabushiki Kaisha) (TYO: 8270 NGO:8270) is a company that operates a chain of supermarkets in Japan. Most of the stores are mainly located in the Chūbu and Kantō regions with an international branch in Cityplaza Taikoo Shing Hong Kong operated by Uny (HK) Co. Ltd. with a brand name called APiTA. The company is headquartered in Inazawa Aichi Prefecture.,1
Company,Far Eastern Group, Far Eastern Group (FEG Chinese T: 遠東集團 S:远东集团 P: Yuǎndōng Jítuán) a Taiwanese conglomerate that was founded in China in 1937 is one of the biggest conglomerates in Taiwan.Xu Youxiang (a.k.a. Y. Z. Hsu) was the founder of the group.,1
Company,Lucchini RS, Lucchini RS S.p.A. (formerly Lucchini Sidermeccanica S.p.A. and where the acronym RS stands for Rolling Stock) is an Italian Company fully owned by the Lucchini Family through a financial holding called Sinpar S.p.A. and divided from Gruppo Lucchini which was under Russian control of Mr Mordashov and Severstal from 2005 till 2007.,1
Company,Pied Piper Comics, Pied Piper Comics was a short-lived American comic book publishing company that ran from 1986 to 1988. Most of its titles were picked up from other publishers and then most later moved to Innovation Publishing.,1
Company,Safe Harbor Certified Seafood, Safe Harbor Certified Seafood is the first brand developed under San Rafael California based Micro Analytical Systems Inc. (MASI). Seafood bearing the Safe Harbor seal is tested for overall mercury content to be under the FDA's action level of 1ppm histamine Escherichia coli O157:H7(E.coli O157:H7) and salmonella. Every large fin fish is individually tested by MASI personnel so the maximum mercury level in that fish does not exceed the limit set for that species.,1
Company,National Accident Helpline, National Accident Helpline is an injury claims management company in the United Kingdom. It is a private for-profit company. The company and its panel of solicitors deduct their fees from clients on a no win no fee basis removing the financial risk from making a claim.,1
Company,In.com, In.com is the an online venture from Web18 a Network 18 group company and one of India’s online networks based in Mumbai. It has been on-line since August 2008. As of December 2012 In.com is ranked No. 18 in the Alexa traffic rankings in India.In.com has a meta-aggregator a web crawler which works for a dynamic and continuous mapping of the internet from which the most searched for and relevant sites are showcased for the user.,1
Company,Netlist Inc., Netlist Inc. is a multinational company headquartered in Irvine California that designs and manufactures a wide variety of high-performance logic-based memory subsystems for global datacenter and high-performance computing and communications markets. The company primarily markets and sells memory products to original equipment manufacturer (“OEM”) customers. Netlist has more than 200 employees and an annual revenue of US$ 60.7 million as of 2011. The stock was added to NASDAQ in late 2006.,1
Company,About Face Media, About Face Media (sometimes referred to as AboutFace) is an American video agency that produces and promotes short-form documentaries within social media on behalf of commercial clients. The company was founded in 2007 as an independently-owned new media content marketing agency and later narrowed its focus to documentary.,1
Company,Reekus Records, Reekus Records is an Irish record label and publishing company based in Dublin founded by Elvera Butler in 1981. The label specializes in the promotion of mostly Irish alternative music.,1
Company,EMI Czech Republic, EMI Czech Republic is a record label in Czech Republic. Initially it was label Monitor. It was bought by EMI in 1994 and continued under the name Monitor / EMI s.r.o. Later it was renamed to EMI Czech Republic s.r.o.The label is currently owned by the Universal Music Group but was sold to Warner Music Group in February alongside other EMI labels for US$765 million.,1
Company,Arcade Zone, Arcade Zone is a video game company started in London by Titus members Carlo Perconti and Lyes Belaidouni whom both of them later created Toka and HyperDevbox Japan. The first company started by the duo went defunct in 1995.,1
Company,ChicaGo Dash, ChicaGo Dash is an express bus service between Chicago Illinois and Valparaiso Indiana. It is jointly run by the city of Valparaiso and the Valparaiso Redevelopment Commission with substantial financial support from the Northwest Indiana Regional Development Authority. It was launched on October 6 2008.,1
Company,Aviation Industry Corporation of China, Aviation Industry Corporation of China (Abbreviate: AVIC Chinese: 中国航空工业集团公司) is a Chinese state-owned aerospace and defense company.,1
Company,GHS (strings), GHS Strings is a Battle Creek Michigan based guitar and bass guitar string manufacturer. The company was founded in 1964 and in 1975 was bought by Robert McFee who is still the CEO as of 2011. The name GHS comes from the surnames of the company's founders — Gould Holcomb and Solko.,1
Company,Dingwall Designer Guitars, Dingwall Designer Guitars is a manufacturer of bass guitars and electric guitars based in Saskatoon Saskatchewan Canada. It employs the fanned-fret system started by Novax for manufacturing basses increasing the scale length of the strings on the bass side of the guitar compared to the treble side. This design is more akin to a piano or harp giving the bass strings length that increases the sustain.,1
Company,JLG Industries, JLG Industries Inc. an Oshkosh Corporation company is an American designer manufacturer and marketer of access equipment (aerial work platforms and telehandlers). The company’s products extend beyond its own well-known brand of AWPs and telehandlers to SkyTrak® and Lull® telehandlers; TRIPLE-L® trailers LiftPod® and a growing line of JLG® vertical and mobile stock picking lifts for material handling applications.,1
Company,3dvia, 3DVIA is a brand of Dassault Systèmes that is focused on the development of 3D authoring publishing and hosting tools for professional and consumer markets. The company’s products are targeted at manufacturing design and marketing professionals with a stated mission of utilizing 3D technology as a communication medium.,1
Company,National Career Fairs, National Career Fairs is a company founded in 2001 by Scott Lobenberg to produce job fairs in cities across the United States. The events are a place where job seekers meet face-to-face with employers educational institutions and professional résumé writers.,1
Company,Industrial and Commercial Development Corporation, Industrial and Commercial Development Corporation (ICDC) is a government-owned development finance and investment company in Kenya.,1
Company,Michael Helliet Management, Michael Helliet Management is a London based agency that provides professional boxing management and currently represents over 40 professional boxers including Heavyweight Danny Williams and Undefeated English Champion Ashley Sexton.,1
Company,Continental Resources, Continental Resources is a Top 10 petroleum liquids producer in the United States and has large holdings in the Bakken formation tight oil area of North Dakota and Montana. Based in Oklahoma City the company also has a leading presence in the Anadarko Woodford Play of Oklahoma and the Red River Units Play of North Dakota South Dakota and Montana. Founded in 1967 Continental’s growth strategy has focused on crude oil since the 1980s.,1
Company,Manjul Publishing House Pvt. Ltd., Manjul Publishing House Pvt. Ltd (also known as Manjul Publications) is a publishing house in Bhopal India. It is well known for the translation of the Harry Potter novels into Hindi. It was established in 1999.The first novel Harry Potter aur Paras Pathar sold 16 thousand copies in one week. During the March 2003 London Book Fair J.K. Rowling recommended her Literary Agent Christopher Little to arrange for translations and around 20 Publishing house were invited for the same.,1
Company,Sony Financial, Sony Financial Holdings Inc. (ソニーフィナンシャルホールディングス株式会社 Sonī Finansharu Hōrudingusu Kabushiki-gaisha) (TYO: 8729) is a holding company for Sony's financial services business. It owns and oversees the operation of Sony Life Insurance Sony Assurance Sony Bank Sony Bank Securities and Sony Life Insurance (Philippines). Headquartered in Tokyo Japan.,1
Company,Midwest Wireless, Midwest Wireless was a wireless telephone company serving southern Minnesota northern Iowa and western Wisconsin in the United States. The company served roughly 400000 customers and used CDMA phone technology.The company's slogan was We answer to you. The headquarters were in Mankato Minnesota. The coverage region of Midwest Wireless excluded the Twin Cities metropolitan area. Midwest Wireless provided 2G and 3G service using CDMA 2000 and EV-DO technologies.,1
Company,Mitchell & Ness, Mitchell & Ness Nostalgia Co. is a sports clothing company located in Philadelphia Pennsylvania. The company was established in 1904 and is the oldest sporting goods company in Philadelphia. By license agreements with Major League Baseball the National Basketball Association National Football League National Hockey League and the Collegiate Licensing Company the company has been producing vintage sports goods such as jerseys jackets hats and wool-felt historic pennants.,1
Company,Shriro, Shriro Group is a private company headquartered in Hong Kong. Shriro was founded in 1906 as a family business in Harbin Northern China. The first international office was set up in 1917 in Yokohama Japan.,1
Company,KMS Tools, KMS Tools is a Canadian retailer of power tools woodworking metalworking and construction equipment. It was started in Coquitlam BC in 1983 by Stan Pridham.,1
Company,Obese Records, Obese Records is a record label that releases music from the Australian hip hop genre. It is the largest Australian independent hip hop label including performers Pegz Thundamentals and Dialectrix. Obese Records also operates two retail stores in Melbourne a record distribution company a soul imprint named Plethora Records and operates the artists' management and touring company Obese Records Artist Management.,1
Company,Elastic Path, Elastic Path™ Software is a privately held company that provides an enterprise level Java ecommerce platform and ecommerce consulting to businesses selling digital goods and services. Founded in 2000 by Harry Chemko Mark Williams and Jason Billingsley Elastic Path evolved from offering web services to specializing in ecommerce solutions. To date Elastic Path has a client base of more than 200 customers worldwide and more than 150 employees at offices in UK and Canada.,1
Company,Ukiyotei, Ukiyotei Company Ltd. (有限会社浮世亭) was a short-lived Japanese video game-developing studio. It was founded by Kenshi Naruse who was formerly an employee of Capcom. The company was well known for developing the SNES version of Hook Skyblazer and some games based on the Metal Slug franchise.,1
Company,Ando Media, Ando Media “Ando” is a company formed in 2004 by a software company Ando Media Inc. and Aritaur Communications Inc. an owner of radio stations and Internet related ventures. Ando provides a number of products which it licenses to the internet radio and content delivery industry that assist stations in monetizing their audience.,1
Company,Electronics Expo, Electronics Expo is a local NJ-based retailer of high-end electronics. The independently owned company which opened its first retail location in 2004 has already grown to eight stores. Electronics Expo is the recipient of the Consumer Electronics Daily News 2007 Dynamic Growth Award and Audio/Video International Magazine Retailer of the Year award in 2006.,1
Company,The Factory, The Factory was the name of Andy Warhol's New York City studio which had three different locations between 1962 and 1984. The original Factory was on the fifth floor at 231 East 47th Street in Midtown Manhattan. The rent was only about one hundred dollars a year.[citation needed] Warhol left in 1968 when the building was scheduled to be torn down to make way for an apartment building.,1
Company,Illovo Sugar, Illovo Sugar Limited based in Mount Edgecombe Durban South Africa is a leading sugar producer and a significant manufacturer of downstream products. The group is Africa’s biggest sugar producer and has extensive agricultural and manufacturing operations in six African countries.,1
Company,New England Compounding Center, New England Compounding Center (NECC) is a compounding pharmacy founded in 1998. Based in Framingham Massachusetts NECC is a family-run business owned by Barry J. Cadden his wife Lisa Cadden and her brother Gregory Conigliaro.The company is the center of the New England Compounding Center meningitis outbreak scandal that started in May 21 2012 and is linked to 44 deaths.,1
Company,Linear Acoustic, Linear Acoustic is an American company based in Lancaster Pennsylvania that develops technology and manufacturers equipment used by television stations cable television and satellite television services providers post-production facilities and other content services providers to control measure manage and monitor multi-channel digital audio.,1
Company,Xavient, Xavient Information Systems Inc headquartered in Simi Valley California is a provider of global IT services providing outsourcing and technology solutio]s to the telecommunication industry. It has multiple locations in the United States and offshore delivery centers in India and Sri Lanka.,1
Company,Matalan, Matalan is a British fashion and homeware retailer based in Skelmersdale UK. It was founded by John Hargreaves in 1985. Matalan have 217 stores across the UK. The Chairman is John Mills and the Managing Director at Matalan is Jason Hargreaves.,1
Company,Itochu, Itochu Corporation (伊藤忠商事株式会社 Itōchū Shōji Kabushiki-gaisha known in English as C. Itoh & Co. until 1992) is a Japanese corporation based in Umeda Kita-ku Osaka and Aoyama Minato Tokyo.Itochu is the third-largest Japanese sogo shosha (general trading company) after Mitsubishi Corporation and Mitsui & Co.,1
Company,Shenzhen Energy, Shenzhen Energy Group Company Limited formerly Shenzhen Energy Investment Company Limited is one of the main power generation companies in Shenzhen Guangdong China. It involves in developing all types of energies researching and investing high new energy-related technologies.,1
Company,City Index Group, City Index Group is a broker providing online financial spread betting FX and CFD trading. As well as Britain it operates in Australia China Singapore Hungary Poland Israel and Germany. Today the group consists of the City Index Limited Finspreads FX Solutions and IFX Markets brands.,1
Company,Tangbunia Bank, The Tangbunia Bank (whose name has been widely mis-reported as Tari Bunia) is a bank run by the Turaga indigenous movement on Pentecost Island in Vanuatu. It is notable for dealing in items of customary wealth such as hand-woven mats shells or pig tusks rather than Western currency. Accounts at the bank are reckoned in livatu a unit equivalent to the value of one fully curved boar's tusk.The Tangbunia Bank has fourteen branches throughout the island with its headquarters at Lavatmanggemu.,1
Company,Spectra Records, The Spectra Music Group is a United States music company founded in February 1997 comprising the independent record companies Spectra Records Monarchy Records Spectra Jazz and Spectra Heritage—which is based in the United States Canada and United Kingdom.,1
Company,MachineGames, MachineGames (corporate name MachineGames Sweden AB) is a video game developer based in Uppsala Sweden.,1
Company,Château Quintus, Château Quintus is a wine estate of 15 ha located in Saint-Émilion in the AOC of the same name. Formerly named Château Tertre Daugay a Classified Growth of Saint-Émilion it is the property of Quintus SAS a subsidiary of Domaine Clarence Dillon SAS.From the 2011 vintage the grand vin is called Château Quintus and the second wine Le Dragon de Quintus.,1
Company,ConocoPhillips Alaska, ConocoPhillips Alaska Inc. is a subsidiary of ConocoPhillips with its headquarters in Anchorage Alaska. The company has major lease holdings on the North Slope and is Alaska's largest producer of oil and gas employing about 1000 persons.,1
Company,MatterHackers, MatterHackers is an Orange County-based company founded in 2012 that supplies 3D printing materials and tools. MatterHackers is developing their 3D printer control software MatterControl.,1
Company,Cuadrilla Resources, Cuadrilla Resources is an oil and gas exploration and production company with headquarters and operations in the United Kingdom. It is best known for its ongoing effort to develop shale gas in the UK by using hydraulic fracturing. Its chairman is Lord Browne former chief of BP and President of The Royal Academy of Engineering from 2006− 2011. The chief executive is Francis Egan.The company was founded in 2007.,1
Company,Zevia, Zevia is a Los Angeles-based company that produces zero-calorie soft drinks sweetened with stevia and erythritol. Zevia was founded by Derek Newman Jessica Newman and Ian Eisenberg. Donald Thrasher was the company's initial Chief Operating Officer. Zevia LLC was originally DrinkZevia LLC which was based on a merger with Thrasher Beverage Corporation.,1
Company,Rebellion Beer Company, The Rebellion Beer Company in Marlow Bottom Buckinghamshire England is a microbrewery that produces regular and seasonal beers. It uses the chalky water of the local Chiltern Hills which has high levels of minerals and salts.,1
Company,Falcon Entertainment, Falcon Entertainment (also known as Falcon Studios) an United States company based in San Francisco California is one of the world's largest producers of gay pornography.[citation needed]Founded in 1971 by Chuck Holmes the company is one of the most recognizable brand names in gay pornography.,1
Company,Black Hills Corporation, Black Hills Corporation is a Rapid City South Dakota diversified energy company that is an electric and gas utility in South Dakota and Wyoming and sells power throughout the American West.It derives its name from its home in the Black Hills of South Dakota.,1
Company,Gousto, Gousto is a British Internet retailer headquartered in Shepherds Bush London. The company was founded by Timo Schmidt and James Carter in June 2012.Gousto's product is an ingredient box sold directly to consumers in proportions designed for consumers to cook meals at home.In August 2013 Gousto's co-founders appeared on the BBC's Dragons' Den.,1
Company,Powercor Australia, Powercor Australia is an electricity distribution company that operates throughout western Victoria and the western and southern suburbs of Melbourne.The company maintains and owns power lines substations and street lights and also manages the largest distribution network in Victoria. It is said by the Chief Executive of Powercor that Powercor owns the most reliable electricity network in Australia.,1
